Historical data for use in plots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name:  ,,,,,,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Hist UKL,Hist Keno,7-dta_Keno,Hist Iron Gate,7-dta_IG,Hist LRDC inflow,Hist FFF to River,Hist D1,Hist D91,Hist D11,Hist D12A,Hist D12B,,,,,,,,Source: D:\Work\Modeling2022\Extend_POR_2023\Historic_ag_use_table_calcs_Dec2016_rev_16Mar2023_UPDATE.xlsx,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Year,WY,SS_INDEX_ag_D1,SS_INDEX_ag_D11_D12A,SS_INDEX_ag_D91,UKL level (ft),"Keno flow
(cfs)","7-day trailing average Keno flow 
(cfs)","Iron Gate flow
(cfs)","7-day trailing average Iron Gate flow 
(cfs)",LRDC inflow (cfs),F&FF to River (cfs),A Canal delivery (cfs),Sta 48 & Miller Hill net delivery (cfs),North Canal delivery (cfs),Ady to Project delivery (cfs),Ady to Refuge delivery (cfs),,,,,,,Year,"Total A1 diversion from UKL and LRDC inflow during SS
(taf)","Total A2 diversion from UKL and LRDC inflow SS (Mar-Sep)
(taf)",Water bank (taf),SS actual historic Project deliveries (taf; no water bank),Estimate of demand: SS actual historic Project diversions plus water bank (taf),Comment,"Oct-Feb historic Project diversions
(taf)","Historic total annual Project demand
(taf)",WY total Ady to Refuge delivery (taf),Dec-Feb (WY) total Ady to Refuge delivery (taf),Mar-Jul (WY) total Ady to Refuge delivery (taf),Aug-Nov (CY) total Ady to Refuge delivery (taf),,
3/26/1981,1981,1981,1,1,1,4142.89,1690,1304,1700,1649,116,84,0,79,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/27/1981,1981,1981,1,1,1,4142.89,2440,1476,1800,1671,517,136,0,50,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/28/1981,1981,1981,1,1,1,4142.84,2530,1660,2450,1787,601,127,0,50,10,0,0,,,,,,,,,,,,,,,,,,,,,
3/29/1981,1981,1981,1,1,1,4142.87,2640,1860,2930,1971,331,101,0,50,0,0,0,,,,,,,,,,,,,,,,,,,,,
3/30/1981,1981,1981,1,1,1,4142.86,2540,2046,3010,2167,208,0,0,50,0,35,0,,,,,,,,,,,,,,,,,,,,,
3/31/1981,1981,1981,1,1,1,4142.84,2450,2219,3080,2373,194,108,0,50,0,36,0,,,,,,,,,,,,,,,,,,,,,
4/1/1981,1981,1981,1,1,1,4142.86,2450,2391,2930,2557,182,61,75,106,0,23,0,,,,,,,,,,,,,,,,,,,,,
4/2/1981,1981,1981,1,1,1,4142.86,2290,2477,2840,2720,155,55,75,170,0,0,0,,,,,,,,,,,,,,,,,,,,,
4/3/1981,1981,1981,1,1,1,4142.86,1890,2399,2430,2810,150,72,50,175,0,16,0,,,,,,,,,,,,,,,,,,,,,
4/4/1981,1981,1981,1,1,1,4142.82,1620,2269,2170,2770,207,95,50,200,0,11,0,,,,,,,,,,,,,,,,,,,,,
4/5/1981,1981,1981,1,1,1,4142.86,1620,2123,2140,2657,208,83,80,200,13,13,0,,,,,,,,,,,,,,,,,,,,,
4/6/1981,1981,1981,1,1,1,4142.84,1320,1949,1980,2510,171,61,170,354,17,35,0,,,,,,,,,,,,,,,,,,,,,
4/7/1981,1981,1981,1,1,1,4142.83,901,1727,1380,2267,125,44,215,427,17,75,0,,,,,,,,,,,,,,,,,,,,,
4/8/1981,1981,1981,1,1,1,4142.8,917,1508,1330,2039,103,60,215,475,16,104,0,,,,,,,,,,,,,,,,,,,,,
4/9/1981,1981,1981,1,1,1,4142.83,917,1312,1330,1823,102,77,187,450,16,88,0,,,,,,,,,,,,,,,,,,,,,
4/10/1981,1981,1981,1,1,1,4142.81,917,1173,1330,1666,105,72,175,383,16,94,0,,,,,,,,,,,,,,,,,,,,,
4/11/1981,1981,1981,1,1,1,4142.77,917,1073,1330,1546,106,83,185,350,18,92,0,,,,,,,,,,,,,,,,,,,,,
4/12/1981,1981,1981,1,1,1,4142.8,917,972,1330,1430,100,93,185,350,15,92,0,,,,,,,,,,,,,,,,,,,,,
4/13/1981,1981,1981,1,1,1,4142.8,907,913,1330,1337,102,0,215,320,15,94,0,,,,,,,,,,,,,,,,,,,,,
4/14/1981,1981,1981,1,1,1,4142.79,907,914,1330,1330,87,85,235,300,14,138,0,,,,,,,,,,,,,,,,,,,,,
4/15/1981,1981,1981,1,1,1,4142.78,800,897,1320,1329,83,136,290,200,17,81,29,,,,,,,,,,,,,,,,,,,,,
4/16/1981,1981,1981,1,1,1,4142.78,713,868,1320,1327,30,181,300,210,19,44,50,,,,,,,,,,,,,,,,,,,,,
4/17/1981,1981,1981,1,1,1,4142.79,1840,1000,1320,1326,0,227,390,179,17,11,34,,,,,,,,,,,,,,,,,,,,,
4/18/1981,1981,1981,1,1,1,4142.82,1650,1105,1320,1324,0,202,425,94,5,0,0,,,,,,,,,,,,,,,,,,,,,
4/19/1981,1981,1981,1,1,1,4142.8,604,1060,1330,1324,74,168,420,25,6,0,0,,,,,,,,,,,,,,,,,,,,,
4/20/1981,1981,1981,1,1,1,4142.8,553,1010,1330,1324,65,80,345,0,19,0,50,,,,,,,,,,,,,,,,,,,,,
4/21/1981,1981,1981,1,1,1,4142.81,820,997,1330,1324,48,61,345,0,29,12,100,,,,,,,,,,,,,,,,,,,,,
4/22/1981,1981,1981,1,1,1,4142.8,820,1000,1320,1324,44,17,340,0,14,32,100,,,,,,,,,,,,,,,,,,,,,
4/23/1981,1981,1981,1,1,1,4142.82,776,1009,1320,1324,44,66,335,0,22,41,100,,,,,,,,,,,,,,,,,,,,,
4/24/1981,1981,1981,1,1,1,4142.83,728,850,1320,1324,44,131,310,0,13,37,100,,,,,,,,,,,,,,,,,,,,,
4/25/1981,1981,1981,1,1,1,4142.83,728,718,1330,1326,44,72,295,0,13,30,100,,,,,,,,,,,,,,,,,,,,,
4/26/1981,1981,1981,1,1,1,4142.89,723,735,1350,1329,55,136,290,0,14,20,100,,,,,,,,,,,,,,,,,,,,,
4/27/1981,1981,1981,1,1,1,4142.89,723,760,1330,1329,81,136,270,0,15,12,100,,,,,,,,,,,,,,,,,,,,,
4/28/1981,1981,1981,1,1,1,4142.9,718,745,1320,1327,92,136,280,0,17,31,100,,,,,,,,,,,,,,,,,,,,,
4/29/1981,1981,1981,1,1,1,4142.92,723,731,1320,1327,90,99,275,0,20,24,56,,,,,,,,,,,,,,,,,,,,,
4/30/1981,1981,1981,1,1,1,4142.94,723,724,1320,1327,89,91,285,21,22,58,25,,,,,,,,,,,,,,,,,,,,,
5/1/1981,1981,1981,1,1,1,4142.96,676,716,1040,1287,67,77,335,50,22,55,25,,,,,,,,,,,,,,,,,,,,,
5/2/1981,1981,1981,1,1,1,4142.98,635,703,1030,1244,57,17,385,50,18,65,25,,,,,,,,,,,,,,,,,,,,,
5/3/1981,1981,1981,1,1,1,4142.94,635,690,1020,1197,36,136,440,83,14,69,25,,,,,,,,,,,,,,,,,,,,,
5/4/1981,1981,1981,1,1,1,4142.95,640,679,1020,1153,28,73,515,100,0,0,25,,,,,,,,,,,,,,,,,,,,,
5/5/1981,1981,1981,1,1,1,4142.94,640,667,1020,1110,29,136,555,85,0,0,5,,,,,,,,,,,,,,,,,,,,,
5/6/1981,1981,1981,1,1,1,4142.93,640,656,1020,1067,29,60,555,86,0,0,0,,,,,,,,,,,,,,,,,,,,,
5/7/1981,1981,1981,1,1,1,4142.91,640,644,1020,1024,39,0,625,83,0,0,0,,,,,,,,,,,,,,,,,,,,,
5/8/1981,1981,1981,1,1,1,4142.89,640,639,1030,1023,64,55,675,96,0,0,0,,,,,,,,,,,,,,,,,,,,,
5/9/1981,1981,1981,1,1,1,4142.9,630,638,1030,1023,73,0,710,135,0,0,0,,,,,,,,,,,,,,,,,,,,,
5/10/1981,1981,1981,1,1,1,4142.91,630,637,1030,1024,73,0,720,155,0,0,0,,,,,,,,,,,,,,,,,,,,,
5/11/1981,1981,1981,1,1,1,4142.88,671,642,1020,1024,73,0,795,174,0,30,0,,,,,,,,,,,,,,,,,,,,,
5/12/1981,1981,1981,1,1,1,4142.85,713,652,1020,1024,75,44,830,288,27,0,35,,,,,,,,,,,,,,,,,,,,,
5/13/1981,1981,1981,1,1,1,4142.82,713,662,1020,1024,63,0,930,299,28,0,33,,,,,,,,,,,,,,,,,,,,,
5/14/1981,1981,1981,1,1,1,4142.8,718,674,1030,1026,36,0,915,239,23,0,49,,,,,,,,,,,,,,,,,,,,,
5/15/1981,1981,1981,1,1,1,4142.77,718,685,1030,1026,37,49,855,159,24,62,50,,,,,,,,,,,,,,,,,,,,,
5/16/1981,1981,1981,1,1,1,4142.74,718,697,1030,1026,44,49,760,150,24,82,50,,,,,,,,,,,,,,,,,,,,,
5/17/1981,1981,1981,1,1,1,4142.69,718,710,1030,1026,69,47,740,121,23,67,50,,,,,,,,,,,,,,,,,,,,,
5/18/1981,1981,1981,1,1,1,4142.7,723,717,1040,1029,133,134,725,105,7,62,50,,,,,,,,,,,,,,,,,,,,,
5/19/1981,1981,1981,1,1,1,4142.76,676,712,1050,1033,212,88,675,98,8,57,50,,,,,,,,,,,,,,,,,,,,,
5/20/1981,1981,1981,1,1,1,4142.78,635,701,1040,1036,229,134,650,102,8,89,0,,,,,,,,,,,,,,,,,,,,,
5/21/1981,1981,1981,1,1,1,4142.77,635,689,1040,1037,191,187,645,102,8,93,0,,,,,,,,,,,,,,,,,,,,,
5/22/1981,1981,1981,1,1,1,4142.76,635,677,1040,1039,133,228,630,94,8,74,0,,,,,,,,,,,,,,,,,,,,,
5/23/1981,1981,1981,1,1,1,4142.76,635,665,1040,1040,133,301,610,101,8,57,0,,,,,,,,,,,,,,,,,,,,,
5/24/1981,1981,1981,1,1,1,4142.77,635,653,1040,1041,145,318,600,66,9,45,0,,,,,,,,,,,,,,,,,,,,,
5/25/1981,1981,1981,1,1,1,4142.79,635,641,1040,1041,145,366,540,55,9,82,0,,,,,,,,,,,,,,,,,,,,,
5/26/1981,1981,1981,1,1,1,4142.82,635,635,1040,1040,147,304,560,95,9,42,0,,,,,,,,,,,,,,,,,,,,,
5/27/1981,1981,1981,1,1,1,4142.8,635,635,1040,1040,146,276,610,110,9,46,0,,,,,,,,,,,,,,,,,,,,,
5/28/1981,1981,1981,1,1,1,4142.8,635,635,1040,1040,146,331,620,102,9,71,0,,,,,,,,,,,,,,,,,,,,,
5/29/1981,1981,1981,1,1,1,4142.8,574,626,1040,1040,142,352,705,125,56,91,0,,,,,,,,,,,,,,,,,,,,,
5/30/1981,1981,1981,1,1,1,4142.82,512,609,1040,1040,109,328,750,186,49,7,0,,,,,,,,,,,,,,,,,,,,,
5/31/1981,1981,1981,1,1,1,4142.78,512,591,1040,1040,60,283,785,313,40,3,0,,,,,,,,,,,,,,,,,,,,,
6/1/1981,1981,1981,1,1,1,4142.77,512,574,756,999,42,283,860,370,28,3,0,,,,,,,,,,,,,,,,,,,,,
6/2/1981,1981,1981,1,1,1,4142.72,512,556,741,957,95,268,885,430,36,3,0,,,,,,,,,,,,,,,,,,,,,
6/3/1981,1981,1981,1,1,1,4142.68,591,550,742,914,84,192,885,371,46,3,0,,,,,,,,,,,,,,,,,,,,,
6/4/1981,1981,1981,1,1,1,4142.66,658,553,743,872,70,101,910,349,62,9,0,,,,,,,,,,,,,,,,,,,,,
6/5/1981,1981,1981,1,1,1,4142.66,713,573,744,829,72,78,900,298,60,9,0,,,,,,,,,,,,,,,,,,,,,
6/6/1981,1981,1981,1,1,1,4142.62,756,608,749,788,72,89,920,280,60,9,0,,,,,,,,,,,,,,,,,,,,,
6/7/1981,1981,1981,1,1,1,4142.54,756,643,817,756,72,135,890,299,67,9,0,,,,,,,,,,,,,,,,,,,,,
6/8/1981,1981,1981,1,1,1,4142.54,574,651,917,779,74,127,875,321,65,51,0,,,,,,,,,,,,,,,,,,,,,
6/9/1981,1981,1981,1,1,1,4142.52,426,639,767,783,88,77,885,417,63,58,0,,,,,,,,,,,,,,,,,,,,,
6/10/1981,1981,1981,1,1,1,4142.5,423,615,757,785,92,77,865,565,43,0,85,,,,,,,,,,,,,,,,,,,,,
6/11/1981,1981,1981,1,1,1,4142.48,423,582,755,787,95,60,885,582,60,0,90,,,,,,,,,,,,,,,,,,,,,
6/12/1981,1981,1981,1,1,1,4142.44,423,540,755,788,95,33,830,586,68,0,87,,,,,,,,,,,,,,,,,,,,,
6/13/1981,1981,1981,1,1,1,4142.39,426,493,759,790,91,11,860,513,78,0,84,,,,,,,,,,,,,,,,,,,,,
6/14/1981,1981,1981,1,1,1,4142.36,426,446,753,780,89,66,810,421,84,0,80,,,,,,,,,,,,,,,,,,,,,
6/15/1981,1981,1981,1,1,1,4142.34,423,424,748,756,89,33,810,492,63,0,80,,,,,,,,,,,,,,,,,,,,,
6/16/1981,1981,1981,1,1,1,4142.31,423,424,748,754,90,72,835,480,72,0,81,,,,,,,,,,,,,,,,,,,,,
6/17/1981,1981,1981,1,1,1,4142.28,426,424,738,751,80,72,850,533,74,17,100,,,,,,,,,,,,,,,,,,,,,
6/18/1981,1981,1981,1,1,1,4142.23,426,425,746,750,56,71,830,490,63,45,100,,,,,,,,,,,,,,,,,,,,,
6/19/1981,1981,1981,1,1,1,4142.2,426,425,745,748,44,36,860,439,11,45,100,,,,,,,,,,,,,,,,,,,,,
6/20/1981,1981,1981,1,1,1,4142.17,426,425,744,746,43,77,910,379,13,33,100,,,,,,,,,,,,,,,,,,,,,
6/21/1981,1981,1981,1,1,1,4142.12,426,425,733,743,25,124,900,389,13,41,100,,,,,,,,,,,,,,,,,,,,,
6/22/1981,1981,1981,1,1,1,4142.1,426,426,740,742,14,135,910,410,30,55,100,,,,,,,,,,,,,,,,,,,,,
6/23/1981,1981,1981,1,1,1,4142.05,426,426,735,740,5,134,975,479,54,52,100,,,,,,,,,,,,,,,,,,,,,
6/24/1981,1981,1981,1,1,1,4142.01,423,426,733,739,0,135,995,575,51,41,100,,,,,,,,,,,,,,,,,,,,,
6/25/1981,1981,1981,1,1,1,4141.95,426,426,723,736,21,72,980,567,56,35,100,,,,,,,,,,,,,,,,,,,,,
6/26/1981,1981,1981,1,1,1,4141.92,426,426,725,733,31,135,960,503,67,33,100,,,,,,,,,,,,,,,,,,,,,
6/27/1981,1981,1981,1,1,1,4141.88,426,426,727,731,31,134,980,522,60,22,100,,,,,,,,,,,,,,,,,,,,,
6/28/1981,1981,1981,1,1,1,4141.8,423,425,729,730,32,66,970,573,54,19,100,,,,,,,,,,,,,,,,,,,,,
6/29/1981,1981,1981,1,1,1,4141.73,455,429,729,729,32,61,970,533,60,45,100,,,,,,,,,,,,,,,,,,,,,
6/30/1981,1981,1981,1,1,1,4141.68,489,438,730,728,44,82,1024,552,64,40,100,,,,,,,,,,,,,,,,,,,,,
7/1/1981,1981,1981,1,1,1,4141.62,492,448,734,728,49,105,1040,518,78,32,100,,,,,,,,,,,,,,,,,,,,,
7/2/1981,1981,1981,1,1,1,4141.57,492,458,736,730,48,99,1015,525,81,36,100,,,,,,,,,,,,,,,,,,,,,
7/3/1981,1981,1981,1,1,1,4141.5,496,468,740,732,70,132,1025,549,78,44,100,,,,,,,,,,,,,,,,,,,,,
7/4/1981,1981,1981,1,1,1,4141.44,500,478,745,735,103,55,1025,489,65,47,100,,,,,,,,,,,,,,,,,,,,,
7/5/1981,1981,1981,1,1,1,4141.39,504,490,737,736,111,132,1035,464,61,47,100,,,,,,,,,,,,,,,,,,,,,
7/6/1981,1981,1981,1,1,1,4141.38,262,462,738,737,144,132,1005,427,59,0,96,,,,,,,,,,,,,,,,,,,,,
7/7/1981,1981,1981,1,1,1,4141.33,249,428,745,739,159,145,965,416,58,0,81,,,,,,,,,,,,,,,,,,,,,
7/8/1981,1981,1981,1,1,1,4141.29,246,393,744,741,150,194,1005,393,63,0,82,,,,,,,,,,,,,,,,,,,,,
7/9/1981,1981,1981,1,1,1,4141.24,252,358,743,742,115,89,990,372,60,0,82,,,,,,,,,,,,,,,,,,,,,
7/10/1981,1981,1981,1,1,1,4141.2,252,324,740,742,79,134,980,456,56,13,120,,,,,,,,,,,,,,,,,,,,,
7/11/1981,1981,1981,1,1,1,4141.15,249,288,740,741,54,99,1005,501,41,39,120,,,,,,,,,,,,,,,,,,,,,
7/12/1981,1981,1981,1,1,1,4141.1,252,252,739,741,44,118,970,434,45,25,120,,,,,,,,,,,,,,,,,,,,,
7/13/1981,1981,1981,1,1,1,4141.04,252,250,738,741,45,134,900,373,52,0,120,,,,,,,,,,,,,,,,,,,,,
7/14/1981,1981,1981,1,1,1,4140.99,252,251,736,740,45,93,915,372,53,17,120,,,,,,,,,,,,,,,,,,,,,
7/15/1981,1981,1981,1,1,1,4140.93,249,251,733,738,46,135,975,430,60,25,120,,,,,,,,,,,,,,,,,,,,,
7/16/1981,1981,1981,1,1,1,4140.89,252,251,732,737,47,254,1035,493,70,9,120,,,,,,,,,,,,,,,,,,,,,
7/17/1981,1981,1981,1,1,1,4140.84,462,281,731,736,47,51,1045,502,79,9,120,,,,,,,,,,,,,,,,,,,,,
7/18/1981,1981,1981,1,1,1,4140.79,473,313,730,734,46,131,1030,456,77,0,118,,,,,,,,,,,,,,,,,,,,,
7/19/1981,1981,1981,1,1,1,4140.75,473,345,731,733,45,87,1020,387,64,0,118,,,,,,,,,,,,,,,,,,,,,
7/20/1981,1981,1981,1,1,1,4140.7,473,376,733,732,16,0,1015,358,74,0,118,,,,,,,,,,,,,,,,,,,,,
7/21/1981,1981,1981,1,1,1,4140.65,473,408,733,732,30,0,1000,422,93,0,114,,,,,,,,,,,,,,,,,,,,,
7/22/1981,1981,1981,1,1,1,4140.6,473,440,733,732,48,0,985,402,48,4,120,,,,,,,,,,,,,,,,,,,,,
7/23/1981,1981,1981,1,1,1,4140.54,473,471,733,732,46,0,940,372,43,0,116,,,,,,,,,,,,,,,,,,,,,
7/24/1981,1981,1981,1,1,1,4140.49,473,473,733,732,46,0,920,370,50,0,114,,,,,,,,,,,,,,,,,,,,,
7/25/1981,1981,1981,1,1,1,4140.45,473,473,734,733,47,0,925,377,46,0,110,,,,,,,,,,,,,,,,,,,,,
7/26/1981,1981,1981,1,1,1,4140.38,473,473,733,733,69,132,910,401,44,0,110,,,,,,,,,,,,,,,,,,,,,
7/27/1981,1981,1981,1,1,1,4140.32,473,473,733,733,102,22,920,378,35,13,120,,,,,,,,,,,,,,,,,,,,,
7/28/1981,1981,1981,1,1,1,4140.27,473,473,733,733,140,131,895,360,50,25,120,,,,,,,,,,,,,,,,,,,,,
7/29/1981,1981,1981,1,1,1,4140.21,473,473,733,733,148,97,915,327,61,0,106,,,,,,,,,,,,,,,,,,,,,
7/30/1981,1981,1981,1,1,1,4140.17,473,473,733,733,111,38,910,297,80,0,99,,,,,,,,,,,,,,,,,,,,,
7/31/1981,1981,1981,1,1,1,4140.12,582,489,741,734,85,49,900,298,87,0,100,,,,,,,,,,,,,,,,,,,,,
8/1/1981,1981,1981,1,1,1,4140.06,718,524,1030,777,85,49,880,279,70,0,99,,,,,,,,,,,,,,,,,,,,,
8/2/1981,1981,1981,1,1,1,4139.99,723,559,1030,819,85,66,870,269,43,0,109,,,,,,,,,,,,,,,,,,,,,
8/3/1981,1981,1981,1,1,1,4139.94,723,595,1030,861,86,43,880,290,43,0,108,,,,,,,,,,,,,,,,,,,,,
8/4/1981,1981,1981,1,1,1,4139.89,723,631,1030,904,87,49,930,265,76,0,120,,,,,,,,,,,,,,,,,,,,,
8/5/1981,1981,1981,1,1,1,4139.84,718,666,1030,946,100,49,895,299,68,23,120,,,,,,,,,,,,,,,,,,,,,
8/6/1981,1981,1981,1,1,1,4139.79,723,701,1030,989,102,93,920,316,67,17,120,,,,,,,,,,,,,,,,,,,,,
8/7/1981,1981,1981,1,1,1,4139.73,718,721,1030,1030,90,124,900,293,79,0,115,,,,,,,,,,,,,,,,,,,,,
8/8/1981,1981,1981,1,1,1,4139.68,718,721,1030,1030,86,99,905,290,57,27,120,,,,,,,,,,,,,,,,,,,,,
8/9/1981,1981,1981,1,1,1,4139.65,728,722,1030,1030,87,131,925,295,53,25,120,,,,,,,,,,,,,,,,,,,,,
8/10/1981,1981,1981,1,1,1,4139.57,723,722,1030,1030,74,189,935,314,40,32,120,,,,,,,,,,,,,,,,,,,,,
8/11/1981,1981,1981,1,1,1,4139.51,723,722,1030,1030,61,130,945,351,43,2,120,,,,,,,,,,,,,,,,,,,,,
8/12/1981,1981,1981,1,1,1,4139.45,728,723,1030,1030,38,93,925,315,41,0,119,,,,,,,,,,,,,,,,,,,,,
8/13/1981,1981,1981,1,1,1,4139.35,742,726,1030,1030,10,131,925,318,37,0,118,,,,,,,,,,,,,,,,,,,,,
8/14/1981,1981,1981,1,1,1,4139.28,723,726,1030,1030,29,131,915,234,42,0,113,,,,,,,,,,,,,,,,,,,,,
8/15/1981,1981,1981,1,1,1,4139.24,723,727,1030,1030,47,132,890,252,42,0,100,,,,,,,,,,,,,,,,,,,,,
8/16/1981,1981,1981,1,1,1,4139.19,723,726,1030,1030,47,71,875,279,41,0,99,,,,,,,,,,,,,,,,,,,,,
8/17/1981,1981,1981,1,1,1,4139.14,723,726,1030,1030,68,0,885,265,34,0,97,,,,,,,,,,,,,,,,,,,,,
8/18/1981,1981,1981,1,1,1,4139.07,635,714,1030,1030,99,0,845,234,40,0,107,,,,,,,,,,,,,,,,,,,,,
8/19/1981,1981,1981,1,1,1,4138.97,718,712,1030,1030,106,72,850,273,35,13,120,,,,,,,,,,,,,,,,,,,,,
8/20/1981,1981,1981,1,1,1,4138.97,718,709,1040,1031,104,72,840,280,33,0,115,,,,,,,,,,,,,,,,,,,,,
8/21/1981,1981,1981,1,1,1,4138.92,713,708,1040,1033,103,116,870,323,32,0,93,,,,,,,,,,,,,,,,,,,,,
8/22/1981,1981,1981,1,1,1,4138.87,713,706,1040,1034,90,72,860,240,32,0,90,,,,,,,,,,,,,,,,,,,,,
8/23/1981,1981,1981,1,1,1,4138.76,709,704,1040,1036,87,11,845,229,13,0,92,,,,,,,,,,,,,,,,,,,,,
8/24/1981,1981,1981,1,1,1,4138.74,709,702,1040,1037,89,55,795,271,56,0,89,,,,,,,,,,,,,,,,,,,,,
8/25/1981,1981,1981,1,1,1,4138.7,709,713,1040,1039,90,0,800,282,63,0,89,,,,,,,,,,,,,,,,,,,,,
8/26/1981,1981,1981,1,1,1,4138.67,709,711,1040,1040,77,49,840,336,41,0,85,,,,,,,,,,,,,,,,,,,,,
8/27/1981,1981,1981,1,1,1,4138.62,713,711,1030,1039,53,49,800,394,43,0,87,,,,,,,,,,,,,,,,,,,,,
8/28/1981,1981,1981,1,1,1,4138.56,709,710,1030,1037,44,49,755,367,38,0,89,,,,,,,,,,,,,,,,,,,,,
8/29/1981,1981,1981,1,1,1,4138.49,709,710,1040,1037,45,93,770,317,38,41,100,,,,,,,,,,,,,,,,,,,,,
8/30/1981,1981,1981,1,1,1,4138.46,713,710,1030,1036,46,61,690,379,37,44,100,,,,,,,,,,,,,,,,,,,,,
8/31/1981,1981,1981,1,1,1,4138.4,845,730,1040,1036,68,111,710,353,41,27,100,,,,,,,,,,,,,,,,,,,,,
9/1/1981,1981,1981,1,1,1,4138.32,1010,773,1370,1083,87,43,725,329,37,37,100,,,,,,,,,,,,,,,,,,,,,
9/2/1981,1981,1981,1,1,1,4138.29,1010,816,1370,1130,99,202,740,339,36,45,100,,,,,,,,,,,,,,,,,,,,,
9/3/1981,1981,1981,1,1,1,4138.22,1010,858,1370,1179,103,88,725,389,30,42,100,,,,,,,,,,,,,,,,,,,,,
9/4/1981,1981,1981,1,1,1,4138.15,944,892,1280,1214,88,72,740,383,27,41,100,,,,,,,,,,,,,,,,,,,,,
9/5/1981,1981,1981,1,1,1,4138.12,600,876,879,1191,75,88,740,332,26,24,100,,,,,,,,,,,,,,,,,,,,,
9/6/1981,1981,1981,1,1,1,4138.09,544,852,876,1169,73,135,695,279,28,20,100,,,,,,,,,,,,,,,,,,,,,
9/7/1981,1981,1981,1,1,1,4138.04,544,809,874,1146,86,251,700,309,31,20,100,,,,,,,,,,,,,,,,,,,,,
9/8/1981,1981,1981,1,1,1,4138.01,540,742,862,1073,115,131,745,422,33,5,100,,,,,,,,,,,,,,,,,,,,,
9/9/1981,1981,1981,1,1,1,4137.98,473,665,853,999,124,33,755,382,33,10,100,,,,,,,,,,,,,,,,,,,,,
9/10/1981,1981,1981,1,1,1,4137.94,426,582,852,925,120,135,710,330,36,10,100,,,,,,,,,,,,,,,,,,,,,
9/11/1981,1981,1981,1,1,1,4137.91,426,508,851,864,118,82,625,263,34,10,100,,,,,,,,,,,,,,,,,,,,,
9/12/1981,1981,1981,1,1,1,4137.87,496,493,851,860,102,83,615,279,30,41,100,,,,,,,,,,,,,,,,,,,,,
9/13/1981,1981,1981,1,1,1,4137.85,540,492,841,855,79,66,605,290,29,33,100,,,,,,,,,,,,,,,,,,,,,
9/14/1981,1981,1981,1,1,1,4137.83,540,492,846,851,70,135,635,268,23,5,100,,,,,,,,,,,,,,,,,,,,,
9/15/1981,1981,1981,1,1,1,4137.8,540,492,848,849,73,135,630,233,29,5,100,,,,,,,,,,,,,,,,,,,,,
9/16/1981,1981,1981,1,1,1,4137.76,540,501,848,848,76,49,640,226,29,29,100,,,,,,,,,,,,,,,,,,,,,
9/17/1981,1981,1981,1,1,1,4137.72,540,517,846,847,99,71,615,278,29,34,100,,,,,,,,,,,,,,,,,,,,,
9/18/1981,1981,1981,1,1,1,4137.68,540,534,846,847,122,22,615,258,25,45,100,,,,,,,,,,,,,,,,,,,,,
9/19/1981,1981,1981,1,1,1,4137.68,544,541,847,846,124,43,575,163,18,44,100,,,,,,,,,,,,,,,,,,,,,
9/20/1981,1981,1981,1,1,1,4137.63,540,541,847,847,122,66,535,164,24,55,100,,,,,,,,,,,,,,,,,,,,,
9/21/1981,1981,1981,1,1,1,4137.6,540,541,846,847,99,0,540,174,31,47,100,,,,,,,,,,,,,,,,,,,,,
9/22/1981,1981,1981,1,1,1,4137.56,540,541,844,846,89,45,560,111,59,59,100,,,,,,,,,,,,,,,,,,,,,
9/23/1981,1981,1981,1,1,1,4137.54,536,540,842,845,102,49,560,202,51,49,100,,,,,,,,,,,,,,,,,,,,,
9/24/1981,1981,1981,1,1,1,4137.49,532,539,847,846,119,60,540,131,39,49,100,,,,,,,,,,,,,,,,,,,,,
9/25/1981,1981,1981,1,1,1,4137.48,532,538,849,846,147,55,505,52,27,47,100,,,,,,,,,,,,,,,,,,,,,
9/26/1981,1981,1981,1,1,1,4137.44,532,536,835,844,172,55,465,59,19,44,100,,,,,,,,,,,,,,,,,,,,,
9/27/1981,1981,1981,1,1,1,4137.45,536,535,841,843,186,43,360,33,0,49,100,,,,,,,,,,,,,,,,,,,,,
9/28/1981,1981,1981,1,1,1,4137.52,532,534,837,842,226,55,355,33,0,55,100,,,,,,,,,,,,,,,,,,,,,
9/29/1981,1981,1981,1,1,1,4137.54,536,534,836,841,287,135,310,28,0,16,100,,,,,,,,,,,,,,,,,,,,,
9/30/1981,1981,1981,1,1,1,4137.55,532,533,856,843,296,38,320,5,0,0,97,,,,,,,,,,,,,,,,,,,,,
10/1/1981,1981,1982,1,0,1,4137.54,557,537,847,843,281,60,280,0,0,0,94,,,,,,,,,,,,,,,,,,,,,
